table customer
id;volume;weight;hard_tw_begin;hard_tw_end;soft_tw_begin;soft_tw_end;service_time;suitable_vehicles
35;44;34;43;38;42;32;31;36;11;7;5;3;10;0;5;7;5;55;50;47;53;46;51;44;50;91;90;88;85;84;83;83;82;80;73;72;70;66;65;68;60;61;64;62;39;37;3;54;49;67;55;25;15;52;29;46;32;36;25;18;44;60;65;42;30;36;59;38;26;38;60;61;15;29;40;64;45;11;23;42;45;22;34;54;62;26;22;23;73;32;44;48;56;52;51;50;27;22;23;34
39;50;40;49;43;48;38;37;42;9;8;6;7;5;5;0;2;5;54;50;47;51;45;50;43;48;93;93;90;88;86;86;85;84;83;79;77;75;72;70;73;66;66;69;67;45;43;5;53;48;70;56;25;20;56;34;48;31;32;21;23;49;63;66;44;33;39;62;42;31;43;64;65;20;26;35;64;42;17;28;45;50;25;36;56;63;24;18;28;73;35;47;51;60;55;54;54;22;26;24;39
41;51;41;50;44;49;39;38;42;11;10;8;9;7;7;2;0;5;56;51;48;53;47;51;45;49;95;95;92;90;88;88;87;86;85;80;79;77;73;72;75;67;68;71;69;46;43;5;54;50;72;58;26;22;58;36;50;33;33;22;25;51;65;68;46;35;41;64;44;33;45;66;67;20;28;35;66;43;17;28;47;52;27;38;58;65;26;20;30;75;37;49;53;62;57;56;56;22;28;26;41
40;47;37;45;40;44;34;33;38;14;11;9;8;11;5;5;5;0;59;54;51;56;50;55;48;53;96;95;93;90;89;88;88;87;85;78;76;74;71;69;72;65;65;68;66;42;39;2;58;53;72;60;29;20;57;33;50;36;38;26;21;49;65;69;47;35;41;64;42;31;42;65;66;15;32;40;68;47;13;23;47;50;27;39;59;66;29;24;27;78;37;49;53;61;57;56;55;27;26;27;38
45;82;73;82;78;83;74;75;80;45;48;50;53;49;55;54;56;59;0;5;10;4;10;6;11;9;56;59;54;54;50;53;49;45;50;83;82;79;77;76;81;71;75;80;77;80;79;58;2;7;41;18;31;51;56;56;30;24;29;37;62;60;36;25;25;36;32;42;55;48;64;54;62;69;28;39;17;21;62;73;42;53;41;26;27;26;29;37;56;23;42;37;39;49;44;34;50;42;50;34;63
40;76;68;77;73;78;69;70;75;40;43;45;48;44;50;50;51;54;5;0;5;5;5;6;6;8;56;58;53;54;50;52;49;45;49;79;78;75;72;72;77;66;71;76;73;75;74;53;5;2;39;16;26;45;51;51;26;19;27;33;56;55;33;25;20;30;27;38;50;43;59;50;58;64;24;37;18;20;57;68;37;48;36;21;24;24;25;33;51;25;37;32;34;46;40;30;45;38;44;29;58
35;72;63;72;68;73;64;65;70;37;40;42;45;42;47;47;48;51;10;5;0;10;2;10;4;12;55;56;52;52;48;50;47;44;47;74;73;70;68;67;72;62;66;71;68;70;69;50;10;3;36;13;22;41;46;46;21;15;27;32;52;50;30;23;15;25;22;34;45;38;54;46;54;60;22;38;18;22;53;64;32;43;31;16;20;22;22;31;46;26;32;27;30;41;36;26;41;38;40;25;53
45;81;72;82;77;82;73;74;79;42;46;47;51;46;53;51;53;56;4;5;10;0;10;2;10;5;60;62;57;58;54;56;53;49;54;84;83;80;78;77;82;72;76;81;78;79;78;55;2;7;43;21;29;49;57;55;31;22;25;33;60;60;39;29;25;35;32;44;55;47;64;55;64;66;25;35;21;17;60;71;42;53;40;26;29;29;26;33;55;27;42;38;40;51;46;35;51;38;49;33;62
35;71;62;72;68;72;63;65;69;36;39;40;43;40;46;45;47;50;10;5;2;10;0;10;2;11;57;58;54;53;50;52;49;46;49;75;74;71;68;68;72;62;66;71;68;69;68;48;10;3;37;15;21;40;47;46;22;14;25;30;51;50;32;25;15;25;22;36;45;38;54;47;55;58;20;36;20;20;52;62;32;43;30;16;22;24;21;29;45;28;32;28;30;42;37;27;41;36;39;24;52
45;81;71;81;77;82;72;73;78;41;44;46;50;44;51;50;51;55;6;6;10;2;10;0;10;3;62;64;59;60;55;58;55;51;55;85;84;81;78;78;82;72;76;81;78;79;77;53;4;8;45;22;28;48;57;55;32;21;23;31;59;60;40;30;25;35;32;45;55;47;64;56;65;65;23;33;23;15;59;70;42;54;39;26;30;30;25;32;54;29;42;38;40;52;47;36;51;36;48;32;62
35;71;62;71;67;72;63;64;68;34;37;39;42;38;44;43;45;48;11;6;4;10;2;10;0;10;58;60;56;55;52;53;51;48;51;75;75;72;69;68;73;63;67;72;69;69;68;46;10;5;39;17;19;39;48;45;23;12;23;28;50;50;33;27;16;25;22;37;45;37;54;48;55;57;18;34;22;19;50;61;33;44;30;16;23;26;19;27;45;30;32;29;31;43;38;28;42;34;38;23;52
45;80;71;81;76;81;72;72;77;39;43;44;48;42;50;48;49;53;9;8;12;5;11;3;10;0;65;67;62;62;58;60;57;53;58;86;85;82;79;79;83;73;77;82;79;78;76;51;7;9;47;25;26;47;58;55;33;20;20;29;58;60;42;33;26;35;32;47;55;47;64;58;66;64;21;30;25;12;57;69;43;54;38;26;32;33;23;29;54;32;42;39;42;53;48;38;52;33;47;31;62
58;89;85;91;90;93;89;91;94;85;85;87;88;90;91;93;95;96;56;56;55;60;57;62;58;65;0;5;3;7;7;8;8;11;11;61;62;60;59;61;65;58;64;68;65;91;91;94;58;55;23;41;70;77;50;71;45;65;82;85;85;61;30;31;50;60;54;33;62;67;71;39;47;97;75;93;39;76;90;96;50;53;69;58;38;32;74;83;76;37;60;47;43;40;42;39;46;91;72;69;73
57;86;83;88;87;90;86;89;91;85;85;87;87;90;90;93;95;95;59;58;56;62;58;64;60;67;5;0;5;5;8;7;9;14;10;57;58;55;55;57;61;54;60;64;61;88;89;93;60;57;23;42;70;76;47;69;45;65;83;86;83;58;30;33;50;60;54;31;60;66;68;36;43;96;76;94;41;78;89;94;49;51;68;58;38;34;74;83;74;41;59;46;42;38;40;39;44;92;71;69;71
55;86;83;89;87;90;86;89;91;82;82;84;85;87;88;90;92;93;54;53;52;57;54;59;56;62;3;5;0;5;4;6;5;8;8;60;61;58;58;59;63;56;62;66;63;88;89;91;55;53;20;38;67;74;47;68;42;62;79;82;82;58;27;28;47;57;51;30;60;64;69;36;45;94;72;90;36;74;87;94;48;51;66;55;35;29;71;80;73;35;57;44;41;38;39;36;44;88;69;66;71
52;82;78;84;83;86;82;85;87;80;80;82;82;85;85;88;90;90;54;54;52;58;53;60;55;62;7;5;5;0;5;2;5;11;5;55;55;53;53;54;58;51;57;61;58;84;84;88;56;53;18;38;65;71;43;65;40;60;79;81;79;54;25;29;45;55;49;26;55;61;64;32;40;91;71;90;37;74;84;90;44;47;63;53;33;29;69;78;69;37;54;41;37;33;35;34;39;87;66;64;67
52;83;79;85;84;87;83;85;88;78;78;80;81;83;84;86;88;89;50;50;48;54;50;55;52;58;7;8;4;5;0;5;1;5;5;58;59;56;56;57;61;54;59;64;61;85;86;87;52;49;16;34;63;70;44;65;38;58;75;78;78;55;23;25;43;53;47;26;56;61;65;33;43;91;68;86;33;70;84;90;44;48;62;51;31;25;67;76;69;32;53;40;37;34;35;32;40;84;65;62;67
50;80;77;82;81;84;80;83;85;78;78;80;80;83;83;86;88;88;53;52;50;56;52;58;53;60;8;7;6;2;5;0;5;10;3;54;55;52;51;53;57;50;55;59;57;82;83;86;54;51;16;36;63;69;41;63;38;58;77;79;77;52;23;27;43;53;47;25;54;59;62;30;39;89;69;88;36;72;82;88;42;45;61;51;31;27;67;76;68;36;52;39;35;31;33;32;38;85;64;62;65
51;82;79;85;83;86;82;84;87;77;77;79;80;82;83;85;87;88;49;49;47;53;49;55;51;57;8;9;5;5;1;5;0;5;5;58;59;56;55;56;61;53;59;63;61;84;85;86;51;48;15;33;62;69;43;64;37;57;74;77;78;54;22;24;42;52;46;25;55;60;65;33;42;90;67;85;32;69;83;89;43;47;61;50;30;25;66;75;68;32;52;39;36;34;34;31;40;83;64;61;67
51;84;80;87;85;88;83;86;89;75;76;78;79;80;82;84;86;87;45;45;44;49;46;51;48;53;11;14;8;11;5;10;5;0;10;62;63;60;59;60;65;56;62;67;64;86;86;85;47;44;16;30;60;69;46;65;36;55;71;75;78;56;22;20;40;52;45;27;57;60;66;36;45;90;65;82;28;65;83;89;43;48;60;48;28;22;64;73;69;26;52;39;36;36;36;31;41;81;64;59;68
47;78;74;80;79;82;78;80;83;75;75;77;77;80;80;83;85;85;50;49;47;54;49;55;51;58;11;10;8;5;5;3;5;10;0;53;53;51;50;51;55;48;54;58;55;80;80;83;52;48;13;33;60;66;39;60;35;55;74;76;74;50;20;25;40;50;44;22;51;56;60;28;37;86;66;85;33;69;79;85;39;42;58;48;28;25;64;73;65;34;49;36;32;29;30;29;35;82;61;59;62
44;42;46;45;47;47;50;52;52;75;72;74;71;79;73;79;80;78;83;79;74;84;75;85;75;86;61;57;60;55;58;54;58;62;53;0;2;3;7;8;7;13;13;12;12;47;49;76;83;77;50;66;69;58;27;44;52;70;91;86;57;29;50;65;59;55;54;43;36;48;35;30;20;69;80;101;73;93;65;63;42;32;58;61;56;62;76;82;50;80;48;46;44;33;38;49;33;91;52;64;40
43;40;44;43;45;45;48;50;50;74;71;72;69;78;72;77;79;76;82;78;73;83;74;84;75;85;62;58;61;55;59;55;59;63;53;2;0;3;5;7;5;12;11;10;10;45;47;74;83;76;50;65;68;57;26;43;52;69;90;85;55;28;50;65;58;54;53;43;35;47;34;30;20;67;79;100;73;92;63;61;42;31;56;60;56;62;75;80;49;80;47;45;43;33;37;48;32;90;51;63;38
40;40;43;43;45;45;47;50;50;72;69;70;67;76;70;75;77;74;79;75;70;80;71;81;72;82;60;55;58;53;56;52;56;60;51;3;3;0;3;5;5;9;10;10;10;45;47;73;80;73;47;62;65;55;24;41;49;66;87;82;54;26;47;62;55;51;51;40;33;45;32;27;17;66;76;97;70;89;62;60;39;28;54;58;53;59;72;78;47;77;44;43;40;30;34;45;29;88;49;61;37
37;37;40;40;42;42;44;47;47;68;65;67;64;72;66;72;73;71;77;72;68;78;68;78;69;79;59;55;58;53;56;51;55;59;50;7;5;3;0;2;5;6;7;8;7;42;44;69;77;70;46;60;62;51;21;37;46;63;84;79;51;22;45;60;52;48;47;38;29;41;29;25;15;63;73;94;68;86;59;57;36;25;50;55;51;57;69;75;43;75;41;40;38;28;32;43;26;84;45;57;33
36;35;38;38;40;40;42;45;45;67;64;65;62;71;65;70;72;69;76;72;67;77;68;78;68;79;61;57;59;54;57;53;56;60;51;8;7;5;2;0;5;5;5;7;5;40;42;67;77;70;46;60;61;50;20;36;46;62;83;78;49;21;45;60;52;47;47;38;28;40;27;25;15;61;72;93;68;85;57;55;35;24;49;54;51;57;68;73;42;75;40;39;37;28;32;43;26;83;44;56;31
40;35;39;38;40;40;43;46;45;70;67;68;65;74;68;73;75;72;81;77;72;82;72;82;73;83;65;61;63;58;61;57;61;65;55;7;5;5;5;5;0;10;7;5;5;40;42;70;82;75;51;65;65;53;25;39;50;67;87;82;51;25;50;65;57;51;51;43;32;43;29;30;20;63;76;97;73;89;59;56;40;29;53;58;56;62;72;77;45;80;44;44;42;33;37;48;31;87;47;60;34
30;34;36;37;38;39;40;43;43;62;59;61;58;66;60;66;67;65;71;66;62;72;62;72;63;73;58;54;56;51;54;50;53;56;48;13;12;9;6;5;10;0;5;10;7;38;40;63;71;65;42;55;55;45;15;31;40;57;77;73;45;16;40;55;46;41;41;33;23;35;23;21;11;57;66;87;63;80;53;52;30;19;44;48;46;52;63;68;38;70;35;34;32;23;27;38;21;78;39;51;28
33;30;33;33;35;35;37;40;40;63;60;61;58;67;61;66;68;65;75;71;66;76;66;76;67;77;64;60;62;57;59;55;59;62;54;13;11;10;7;5;7;5;0;5;2;35;37;63;76;69;48;60;58;46;20;32;45;60;80;75;44;18;46;60;50;44;45;39;25;36;22;26;17;56;69;90;68;83;52;50;33;22;46;52;51;57;65;70;38;75;37;38;37;28;32;43;26;80;40;53;27
38;30;34;33;35;35;38;41;40;67;63;65;61;70;64;69;71;68;80;76;71;81;71;81;72;82;68;64;66;61;64;59;63;67;58;12;10;10;8;7;5;10;5;0;3;35;37;66;81;74;52;65;62;49;25;35;50;65;85;79;47;22;50;65;55;49;50;43;29;40;25;31;21;58;73;94;73;88;55;51;38;27;50;56;56;62;69;74;41;80;42;43;42;33;37;48;31;84;43;57;30
35;30;33;33;35;35;37;40;40;65;61;63;59;68;62;67;69;66;77;73;68;78;68;78;69;79;65;61;63;58;61;57;61;64;55;12;10;10;7;5;5;7;2;3;0;35;37;64;78;71;49;62;60;47;22;33;47;62;82;76;45;19;48;62;52;46;47;41;26;38;23;28;18;57;71;91;70;85;53;50;35;24;48;54;53;59;67;72;39;77;39;40;39;30;34;45;28;81;41;55;28
37;5;7;3;2;3;7;8;5;48;43;43;38;49;39;45;46;42;80;75;70;79;69;79;69;78;91;88;88;84;85;82;84;86;80;47;45;45;42;40;40;38;35;35;35;0;2;41;80;73;70;71;52;32;41;24;55;57;72;62;22;30;65;76;57;44;49;59;29;31;19;52;46;28;62;78;80;79;28;19;44;37;39;53;64;73;58;58;24;90;38;49;51;50;50;57;44;65;30;47;18
37;8;6;6;2;5;5;5;3;45;40;41;36;46;37;43;43;39;79;74;69;78;68;77;68;76;91;89;89;84;86;83;85;86;80;49;47;47;44;42;42;40;37;37;37;2;0;38;78;72;70;70;50;30;42;23;55;56;70;60;20;30;65;76;56;43;48;59;29;30;20;53;47;25;60;76;79;77;26;16;43;38;38;52;64;72;56;56;22;89;38;49;50;51;50;57;45;63;29;45;18
38;46;36;44;39;43;34;32;37;12;9;7;6;10;3;5;5;2;58;53;50;55;48;53;46;51;94;93;91;88;87;86;86;85;83;76;74;73;69;67;70;63;63;66;64;41;38;0;56;51;70;58;27;18;55;31;49;34;37;26;19;47;63;67;45;33;39;62;40;29;40;63;64;15;30;40;66;46;12;23;45;48;25;37;57;64;28;23;25;76;35;47;51;59;55;54;53;27;25;26;36
45;81;72;82;78;82;74;75;79;43;47;48;52;47;54;53;54;58;2;5;10;2;10;4;10;7;58;60;55;56;52;54;51;47;52;83;83;80;77;77;82;71;76;81;78;80;78;56;0;7;42;19;30;50;56;56;31;23;27;35;61;60;37;27;25;35;32;43;55;48;64;55;63;68;26;37;19;19;61;72;42;53;40;26;28;27;28;35;55;25;42;37;39;50;45;34;50;40;49;34;62
38;74;66;75;71;76;67;68;73;39;42;44;47;43;49;48;50;53;7;2;3;7;3;8;5;9;55;57;53;53;49;51;48;44;48;77;76;73;70;70;75;65;69;74;71;73;72;51;7;0;37;15;24;43;49;49;24;17;27;32;55;53;32;24;18;28;25;37;48;41;57;48;57;62;23;37;18;21;55;66;35;46;34;19;22;23;24;32;49;25;35;30;32;44;39;28;43;38;43;28;56
35;68;64;70;68;72;67;69;72;62;62;64;64;67;67;70;72;72;41;39;36;43;37;45;39;47;23;23;20;18;16;16;15;16;13;50;50;47;46;46;51;42;48;52;49;70;70;70;42;37;0;22;47;54;30;48;22;43;62;63;62;40;7;16;27;37;31;10;40;44;50;21;31;74;54;73;25;58;67;73;27;32;45;35;16;15;52;61;53;30;37;24;20;20;19;16;25;70;49;46;52
33;71;64;72;69;73;66;68;72;47;49;51;53;52;55;56;58;60;18;16;13;21;15;22;17;25;41;42;38;38;34;36;33;30;33;66;65;62;60;60;65;55;60;65;62;71;70;58;19;15;22;0;31;46;40;47;15;25;41;45;56;46;18;10;14;28;22;23;42;40;52;36;45;66;35;52;9;36;59;68;28;38;36;21;9;8;34;43;49;19;32;22;23;32;28;17;34;51;43;32;52
25;55;45;55;50;55;45;46;50;15;18;19;22;20;25;25;26;29;31;26;22;29;21;28;19;26;70;70;67;65;63;63;62;60;60;69;68;65;62;61;65;55;58;62;60;52;50;27;30;24;47;31;0;20;42;30;25;7;22;18;31;40;40;41;20;14;17;40;33;22;40;47;51;37;11;32;39;27;31;42;27;36;13;12;32;38;7;14;28;48;20;26;30;42;36;31;38;24;22;5;37
20;35;25;35;30;35;25;25;30;18;14;15;13;21;15;20;22;20;51;45;41;49;40;48;39;47;77;76;74;71;70;69;69;69;66;58;57;55;51;50;53;45;46;49;47;32;30;18;50;43;54;46;20;0;36;14;33;26;40;31;11;29;47;54;32;18;24;44;22;11;24;45;45;20;30;47;55;47;13;22;27;30;9;25;42;50;26;27;8;65;17;30;33;41;37;38;35;35;6;16;20
18;39;36;41;40;43;39;42;44;51;49;51;49;55;52;56;58;57;56;51;46;57;47;57;48;58;50;47;47;43;44;41;43;46;39;27;26;24;21;20;25;15;20;25;22;41;42;55;56;49;30;40;42;36;0;25;25;43;64;60;40;11;26;41;31;28;26;20;15;25;21;11;9;53;53;74;48;65;47;49;15;6;32;34;31;37;49;56;31;56;22;18;17;10;12;23;6;66;30;38;25
14;25;17;26;22;26;19;21;25;32;28;29;26;35;29;34;36;33;56;51;46;55;46;55;45;55;71;69;68;65;65;63;64;65;60;44;43;41;37;36;39;31;32;35;33;24;23;31;56;49;48;47;30;14;25;0;32;35;52;44;15;15;43;53;33;20;25;38;10;8;10;35;33;28;41;60;56;57;22;25;21;19;17;29;41;49;37;40;6;66;14;26;28;32;29;34;25;49;8;25;7
18;55;48;57;54;58;51;53;57;40;40;42;43;45;46;48;50;50;30;26;21;31;22;32;23;33;45;45;42;40;38;38;37;36;35;52;52;49;46;46;50;40;45;50;47;55;55;49;31;24;22;15;25;33;25;32;0;22;43;42;43;30;15;21;7;15;9;15;26;25;37;25;32;54;33;54;25;41;46;55;12;23;24;13;9;17;31;39;34;34;17;7;8;20;14;6;19;49;29;24;37
26;60;50;60;55;60;51;52;57;22;25;26;29;26;32;31;33;36;24;19;15;22;14;21;12;20;65;65;62;60;58;58;57;55;55;70;69;66;63;62;67;57;60;65;62;57;56;34;23;17;43;25;7;26;43;35;22;0;21;20;38;42;36;35;15;15;16;38;36;27;44;46;51;44;11;32;32;23;38;49;27;38;18;9;27;33;9;18;33;42;23;25;29;41;35;28;38;26;27;10;42
47;75;65;75;70;75;65;65;70;25;30;30;35;26;36;32;33;38;29;27;27;25;25;23;23;20;82;83;79;79;75;77;74;71;74;91;90;87;84;83;87;77;80;85;82;72;70;37;27;27;62;41;22;40;64;52;43;21;0;11;50;62;55;50;36;36;37;58;55;44;62;67;73;51;11;11;45;10;46;58;48;58;35;30;46;49;15;14;48;52;43;46;50;62;56;49;59;13;43;27;59
42;66;56;66;60;65;55;55;60;15;20;20;25;15;25;21;22;26;37;33;32;33;30;31;28;29;85;86;82;81;78;79;77;75;76;86;85;82;79;78;82;73;75;79;76;62;60;26;35;32;63;45;18;31;60;44;42;20;11;0;40;57;57;55;36;32;35;58;50;38;55;65;69;40;10;15;50;21;36;48;45;54;28;29;47;53;11;4;40;58;38;44;48;60;54;49;56;6;35;21;51
26;26;16;25;20;25;15;15;20;25;20;21;16;26;18;23;25;21;62;56;52;60;51;59;50;58;85;83;82;79;78;77;78;78;74;57;55;54;51;49;51;45;44;47;45;22;20;19;61;55;62;56;31;11;40;15;43;38;50;40;0;30;55;64;42;28;34;52;25;17;21;50;48;13;40;55;65;57;8;12;34;34;20;36;52;60;36;36;9;75;25;38;41;46;43;47;40;43;13;27;17
15;28;25;30;29;32;28;31;33;46;43;44;42;50;44;49;51;49;60;55;50;60;50;60;50;60;61;58;58;54;55;52;54;56;50;29;28;26;22;21;25;16;18;22;19;30;30;47;60;53;40;46;40;29;11;15;30;42;62;57;30;0;36;49;35;26;28;29;7;19;10;22;18;43;51;72;55;65;38;39;18;8;28;34;37;45;47;52;22;63;19;23;23;20;20;30;14;62;23;35;14
29;64;58;65;63;67;61;64;67;55;55;57;57;60;60;63;65;65;36;33;30;39;32;40;33;42;30;30;27;25;23;23;22;22;20;50;50;47;45;45;50;40;46;50;48;65;65;63;37;32;7;18;40;47;26;43;15;36;55;57;55;36;0;15;20;30;24;7;35;38;45;20;30;67;47;67;23;52;60;67;21;28;38;28;10;12;45;54;47;30;30;17;14;17;15;9;21;63;42;39;46
39;76;69;77;75;79;72;74;78;57;58;60;62;61;65;66;68;69;25;25;23;29;25;30;27;33;31;33;28;29;25;27;24;20;25;65;65;62;60;60;65;55;60;65;62;76;76;67;27;24;16;10;41;54;41;53;21;35;50;55;64;49;15;0;22;36;29;22;47;46;57;35;45;74;45;61;9;45;67;76;32;41;44;30;12;3;44;53;55;15;38;27;25;32;29;19;35;61;50;41;58
20;58;50;59;55;60;52;54;58;35;36;38;39;40;42;44;46;47;25;20;15;25;15;25;16;26;50;50;47;45;43;43;42;40;40;59;58;55;52;52;57;46;50;55;52;57;56;45;25;18;27;14;20;32;31;33;7;15;36;36;42;35;20;22;0;14;8;22;30;26;40;32;39;52;26;47;23;34;45;54;17;28;22;8;12;19;24;33;35;33;18;12;15;27;21;13;26;42;29;19;39
11;46;37;46;42;47;38;40;44;25;25;27;27;30;30;33;35;35;36;30;25;35;25;35;25;35;60;60;57;55;53;53;52;52;50;55;54;51;48;47;51;41;44;49;46;44;43;33;35;28;37;28;14;18;28;20;15;15;36;32;28;26;30;36;14;0;6;29;20;12;29;33;37;38;25;46;37;38;31;40;13;22;8;9;24;32;21;28;21;47;7;14;18;28;23;21;24;38;15;10;27
13;50;42;51;47;52;44;46;50;31;31;33;33;36;36;39;41;41;32;27;22;32;22;32;22;32;54;54;51;49;47;47;46;45;44;54;53;51;47;47;51;41;45;50;47;49;48;39;32;25;31;22;17;24;26;25;9;16;37;35;34;28;24;29;8;6;0;23;23;18;32;30;35;45;27;48;31;38;38;46;11;22;15;7;17;26;23;31;27;41;10;9;13;25;19;15;22;41;21;15;31
25;58;53;60;58;61;56;59;62;54;54;56;56;59;59;62;64;64;42;38;34;44;36;45;37;47;33;31;30;26;26;25;25;27;22;43;43;40;38;38;43;33;39;43;41;59;59;62;43;37;10;23;40;44;20;38;15;38;58;58;52;29;7;22;22;29;23;0;30;34;39;13;23;64;49;69;30;56;57;63;17;21;37;29;14;19;46;55;43;37;27;15;11;10;9;9;15;64;39;38;41
10;29;23;30;28;32;26;29;32;39;36;37;35;43;38;42;44;42;55;50;45;55;45;55;45;55;62;60;60;55;56;54;55;57;51;36;35;33;29;28;32;23;25;29;26;29;29;40;55;48;40;42;33;22;15;10;26;36;55;50;25;7;35;47;30;20;23;30;0;12;10;25;23;38;44;65;52;59;32;34;14;9;21;29;35;43;40;45;16;61;13;20;21;22;20;28;16;55;16;28;11
9;33;24;34;30;34;26;28;32;27;24;25;24;31;26;31;33;31;48;43;38;47;38;47;37;47;67;66;64;61;61;59;60;60;56;48;47;45;41;40;43;35;36;40;38;31;30;29;48;41;44;40;22;11;25;8;25;27;44;38;17;19;38;46;26;12;18;34;12;0;17;34;34;30;33;53;49;49;23;29;16;18;9;21;34;43;29;33;9;59;7;20;23;30;26;29;24;43;5;17;15
19;18;14;20;18;21;18;20;22;42;38;39;36;45;38;43;45;42;64;59;54;64;54;64;54;64;71;68;69;64;65;62;65;66;60;35;34;32;29;27;29;23;22;25;23;19;20;40;64;57;50;52;40;24;21;10;37;44;62;55;21;10;45;57;40;29;32;39;10;17;0;33;28;34;51;70;62;67;29;29;25;17;27;38;45;53;47;50;15;71;22;30;31;31;30;38;25;59;19;35;4
25;50;47;52;51;54;51;53;55;58;57;58;57;63;60;64;66;65;54;50;46;55;47;56;48;58;39;36;36;32;33;30;33;36;28;30;30;27;25;25;30;21;26;31;28;52;53;63;55;48;21;36;47;45;11;35;25;46;67;65;50;22;20;35;32;33;30;13;25;34;33;0;10;63;57;78;43;66;57;60;19;16;39;36;27;32;53;61;41;50;29;20;16;5;10;20;10;71;39;43;36
27;42;42;45;45;47;46;49;50;60;58;60;58;65;61;65;67;66;62;58;54;64;55;65;55;66;47;43;45;40;43;39;42;45;37;20;20;17;15;15;20;11;17;21;18;46;47;64;63;57;31;45;51;45;9;33;32;51;73;69;48;18;30;45;39;37;35;23;23;34;28;10;0;61;62;83;53;73;55;57;24;15;42;42;36;42;58;65;39;60;31;26;24;13;18;28;13;75;39;47;32
39;33;25;32;26;30;21;19;23;26;21;20;16;25;15;20;20;15;69;64;60;66;58;65;57;64;97;96;94;91;91;89;90;90;86;69;67;66;63;61;63;57;56;58;57;28;25;15;68;62;74;66;37;20;53;28;54;44;51;40;13;43;67;74;52;38;45;64;38;30;34;63;61;0;43;55;75;60;7;8;46;47;30;45;63;71;40;37;22;85;37;50;53;59;56;58;53;42;25;34;29
36;65;55;65;60;65;55;55;60;18;22;23;27;21;29;26;28;32;28;24;22;25;20;23;18;21;75;76;72;71;68;69;67;65;66;80;79;76;73;72;76;66;69;73;71;62;60;30;26;23;54;35;11;30;53;41;33;11;11;10;40;51;47;45;26;25;27;49;44;33;51;57;62;43;0;21;40;17;37;50;38;47;24;20;38;43;4;8;38;49;31;36;40;52;46;39;48;16;32;16;48
57;82;72;81;76;81;71;70;75;30;35;35;40;30;40;35;35;40;39;37;38;35;36;33;34;30;93;94;90;90;86;88;85;82;85;101;100;97;94;93;97;87;90;94;91;78;76;40;37;37;73;52;32;47;74;60;54;32;11;15;55;72;67;61;47;46;48;69;65;53;70;78;83;55;21;0;55;18;51;63;59;68;43;41;57;60;24;20;56;62;52;57;61;73;67;60;70;13;51;36;67
42;80;73;82;78;83;75;77;81;55;57;59;61;59;64;64;66;68;17;18;18;21;20;23;22;25;39;41;36;37;33;36;32;28;33;73;73;70;68;68;73;63;68;73;70;80;79;66;19;18;25;9;39;55;48;56;25;32;45;50;65;55;23;9;23;37;31;30;52;49;62;43;53;75;40;55;0;38;68;77;37;47;45;29;17;11;40;49;58;9;41;31;31;40;36;25;42;56;52;41;62
49;82;72;82;77;82;72;72;77;34;39;39;44;36;45;42;43;47;21;20;22;17;20;15;19;12;76;78;74;74;70;72;69;65;69;93;92;89;86;85;89;80;83;88;85;79;77;46;19;21;58;36;27;47;65;57;41;23;10;21;57;65;52;45;34;38;38;56;59;49;67;66;73;60;17;18;38;0;55;67;50;60;40;31;42;44;21;23;55;44;46;46;50;62;56;47;60;24;49;32;64
32;33;23;32;26;31;21;20;25;21;16;16;11;21;11;17;17;13;62;57;53;60;52;59;50;57;90;89;87;84;84;82;83;83;79;65;63;62;59;57;59;53;52;55;53;28;26;12;61;55;67;59;31;13;47;22;46;38;46;36;8;38;60;67;45;31;38;57;32;23;29;57;55;7;37;51;68;55;0;12;40;41;23;38;55;64;34;32;16;77;30;43;46;53;49;51;47;38;18;27;25
38;25;17;23;18;22;13;11;15;33;28;28;23;33;23;28;28;23;73;68;64;71;62;70;61;69;96;94;94;90;90;88;89;89;85;63;61;60;57;55;56;52;50;51;50;19;16;23;72;66;73;68;42;22;49;25;55;49;58;48;12;39;67;76;54;40;46;63;34;29;29;60;57;8;50;63;77;67;12;0;46;44;32;48;64;72;46;44;20;87;37;50;53;57;54;58;50;50;25;38;25
7;43;37;45;42;46;40;42;45;38;37;39;39;43;42;45;47;47;42;37;32;42;32;42;33;43;50;49;48;44;44;42;43;43;39;42;42;39;36;35;40;30;33;38;35;44;43;45;42;35;27;28;27;27;15;21;12;27;48;45;34;18;21;32;17;13;11;17;14;16;25;19;24;46;38;59;37;50;40;46;0;11;20;18;20;28;34;41;25;46;10;5;7;14;10;13;10;51;21;24;25
12;36;31;38;36;39;35;38;40;45;42;44;43;49;45;50;52;50;53;48;43;53;43;54;44;54;53;51;51;47;48;45;47;48;42;32;31;28;25;24;29;19;22;27;24;37;38;48;53;46;32;38;36;30;6;19;23;38;58;54;34;8;28;41;28;22;22;21;9;18;17;16;15;47;47;68;47;60;41;44;11;0;26;29;30;37;44;50;25;55;16;16;15;13;12;22;7;60;23;32;20
14;42;32;42;37;42;33;34;38;18;17;19;19;23;22;25;27;27;41;36;31;40;30;39;30;38;69;68;66;63;62;61;61;60;58;58;56;54;50;49;53;44;46;50;48;39;38;25;40;34;45;36;13;9;32;17;24;18;35;28;20;28;38;44;22;8;15;37;21;9;27;39;42;30;24;43;45;40;23;32;20;26;0;15;33;41;19;24;15;55;10;22;26;35;30;29;30;33;9;8;24
